BaseFreq,RunFreq,AdjFreq,I,P,Var1,Var2,Var3,Var4,Var5
1900,1900,0,162,200,197,21,23,23,0,
1900,1900,0,119,62,62,22,23,23,0,
1900,1900,0,127,-19,-18,0,23,23,0,
1900,1900,0,149,-68,-66,1,23,23,0,
1900,1900,0,173,-109,-108,2,23,23,0,
1900,1900,0,164,-115,-111,3,23,23,0,
1900,1900,0,134,-76,-51,4,23,23,0,
1900,1900,0,163,71,180,5,23,23,0,
1900,1900,0,383,383,396,6,23,23,0,
1900,1900,0,274,381,407,7,23,23,0,
1900,1900,0,244,315,306,8,23,23,0,
1900,1900,0,162,202,203,9,23,23,0,
1900,1900,0,120,83,81,10,23,23,0,
1900,1900,0,124,-4,-4,11,23,23,0,
1900,1900,0,124,-4,-4,11,23,23,0,
1900,1900,0,118,6,7,12,23,23,0,
1900,1900,0,236,187,186,13,23,23,0,
1900,1900,0,354,401,401,14,23,23,0,
1900,1900,0,334,437,440,15,23,23,0,
1900,1900,0,329,436,438,16,23,23,0,
1900,1900,0,314,414,412,17,23,23,0,
1900,1900,0,293,387,387,18,23,23,0,
1900,1900,0,280,363,365,19,23,23,0,
1900,1900,0,232,305,305,20,23,23,0,
1900,1900,0,162,199,200,21,23,23,0,
1900,1900,0,120,63,62,22,23,23,0,
1900,1900,0,127,-18,-19,0,23,23,0,
1900,1900,0,148,-66,-68,1,23,23,0,
1900,1900,0,172,-108,-109,2,23,23,0,
1900,1900,0,161,-113,-115,3,23,23,0,
1900,1900,0,125,-64,-76,4,23,23,0,
1900,1900,0,208,127,71,5,23,23,0,
1900,1900,0,318,390,383,6,23,23,0,
1900,1900,0,318,390,383,6,23,23,0,
1900,1900,0,304,393,381,7,23,23,0,
1900,1900,0,232,316,315,8,23,23,0,
1900,1900,0,161,198,202,9,23,23,0,
1900,1900,0,121,83,83,10,23,23,0,
1900,1900,0,125,-5,-4,11,23,23,0,
1900,1900,0,117,4,6,12,23,23,0,
1900,1900,0,234,183,187,13,23,23,0,
1900,1900,0,351,398,401,14,23,23,0,
1900,1900,0,337,438,437,15,23,23,0,
1900,1900,0,330,437,436,16,23,23,0,
1900,1900,0,314,413,414,17,23,23,0,
1900,1900,0,294,387,387,18,23,23,0,
1900,1900,0,281,366,363,19,23,23,0,
1900,1900,0,231,305,305,20,23,23,0,
1900,1900,0,162,199,199,21,23,23,0,
1900,1900,0,120,64,63,22,23,23,0,
1900,1900,0,127,-18,-18,0,23,23,0,
1900,1900,0,149,-66,-66,1,23,23,0,
1900,1900,0,169,-107,-108,2,23,23,0,
1900,1900,0,169,-107,-108,2,23,23,0,
1900,1900,0,161,-110,-113,3,23,23,0,
1900,1900,0,122,-57,-64,4,23,23,0,
1900,1900,0,234,157,127,5,23,23,0,
1900,1900,0,315,392,390,6,23,23,0,
1900,1900,0,315,402,393,7,23,23,0,
1900,1900,0,222,310,316,8,23,23,0,
1900,1900,0,167,201,198,9,23,23,0,
1900,1900,0,122,83,83,10,23,23,0,
1900,1900,0,124,-4,-5,11,23,23,0,
1900,1900,0,117,4,4,12,23,23,0,
1900,1900,0,234,184,183,13,23,23,0,
1900,1900,0,354,401,398,14,23,23,0,
1900,1900,0,334,438,438,15,23,23,0,
1900,1900,0,329,435,437,16,23,23,0,
1900,1900,0,312,412,413,17,23,23,0,
1900,1900,0,294,387,387,18,23,23,0,
1900,1900,0,282,366,366,19,23,23,0,
1900,1900,0,233,306,305,20,23,23,0,
1900,1900,0,233,306,305,20,23,23,0,
1900,1900,0,163,201,199,21,23,23,0,
1900,1900,0,119,64,64,22,23,23,0,
1900,1900,0,125,-17,-18,0,23,23,0,
1900,1900,0,149,-67,-66,1,23,23,0,
1900,1900,0,172,-109,-107,2,23,23,0,
1900,1900,0,164,-115,-110,3,23,23,0,
1900,1900,0,133,-75,-57,4,23,23,0,
1900,1900,0,166,78,157,5,23,23,0,
1900,1900,0,370,386,392,6,23,23,0,
1900,1900,0,275,381,402,7,23,23,0,
1900,1900,0,247,319,310,8,23,23,0,
1900,1900,0,161,202,201,9,23,23,0,
1900,1900,0,121,84,83,10,23,23,0,
1900,1900,0,125,-3,-4,11,23,23,0,
1900,1900,0,118,5,4,12,23,23,0,
1900,1900,0,236,185,184,13,23,23,0,
1900,1900,0,349,396,401,14,23,23,0,
1900,1900,0,336,436,438,15,23,23,0,
1900,1900,0,329,437,435,16,23,23,0,
1900,1900,0,329,437,435,16,23,23,0,
1900,1900,0,311,412,412,17,24,23,0,
1900,1900,0,294,387,387,18,24,23,0,
1900,1900,0,282,365,366,19,24,23,0,
1900,1900,0,232,306,306,20,24,23,0,
1900,1900,0,162,200,201,21,24,23,0,
1900,1900,0,120,64,64,22,24,23,0,
1900,1900,0,126,-18,-17,0,24,23,0,
1900,1900,0,148,-65,-67,1,24,23,0,
1900,1900,0,173,-108,-109,2,24,23,0,
1900,1900,0,162,-113,-115,3,24,23,0,
1900,1900,0,128,-69,-75,4,24,23,0,
1900,1900,0,189,105,78,5,24,23,0,
1900,1900,0,336,392,386,6,24,23,0,
1900,1900,0,286,384,381,7,24,23,0,
1900,1900,0,243,322,319,8,24,23,0,
1900,1900,0,159,199,202,9,24,23,0,
1900,1900,0,122,84,84,10,24,23,0,
1900,1900,0,125,-4,-3,11,24,23,0,
1900,1900,0,125,-4,-3,11,24,23,0,
1900,1900,0,117,3,5,12,24,23,0,
1900,1900,0,235,183,185,13,24,23,0,
1900,1900,0,354,399,396,14,24,23,0,
1900,1900,0,338,441,436,15,24,23,0,
1900,1900,0,329,437,437,16,22,23,0,
1900,1900,0,314,415,412,17,22,23,0,
1900,1900,0,296,390,387,18,22,23,0,
1900,1900,0,284,368,365,19,22,23,0,
1900,1900,0,234,308,306,20,22,23,0,
1900,1900,0,163,201,200,21,22,23,0,
1900,1900,0,120,64,64,22,22,23,0,
1900,1900,0,127,-18,-18,0,22,23,0,
1900,1900,0,148,-66,-65,1,22,23,0,
1900,1900,0,173,-108,-108,2,22,23,0,
1900,1900,0,161,-111,-113,3,22,23,0,
1900,1900,0,125,-63,-69,4,22,23,0,
1900,1900,0,213,132,105,5,22,23,0,
1900,1900,0,317,390,392,6,22,23,0,
1900,1900,0,306,395,384,7,22,23,0,
1900,1900,0,306,395,384,7,22,23,0,
1900,1900,0,233,318,322,8,22,23,0,
1900,1900,0,162,200,199,9,22,23,0,
1900,1900,0,121,85,84,10,22,23,0,
1900,1900,0,125,-4,-4,11,22,23,0,
1900,1900,0,117,2,3,12,22,23,0,
1900,1900,0,236,183,183,13,22,23,0,
1900,1900,0,351,398,399,14,22,23,0,
1900,1900,0,331,433,441,15,22,23,0,
1900,1900,0,331,436,437,16,22,23,0,
1900,1900,0,314,415,415,17,24,23,0,
1900,1900,0,295,388,390,18,24,23,0,
1900,1900,0,283,367,368,19,24,23,0,
1900,1900,0,235,309,308,20,24,23,0,
1900,1900,0,164,203,201,21,24,23,0,
1900,1900,0,119,66,64,22,24,23,0,
1900,1900,0,126,-17,-18,0,24,23,0,
1900,1900,0,147,-65,-66,1,24,23,0,
1900,1900,0,173,-108,-108,2,24,23,0,
1900,1900,0,161,-112,-111,3,24,23,0,
1900,1900,0,161,-112,-111,3,24,23,0,
1900,1900,0,122,-57,-63,4,24,23,0,
1900,1900,0,239,162,132,5,24,23,0,
1900,1900,0,317,393,390,6,24,23,0,
1900,1900,0,314,404,395,7,24,23,0,
1900,1900,0,222,311,318,8,24,23,0,
1900,1900,0,168,204,200,9,24,23,0,
1900,1900,0,121,85,85,10,24,23,0,
1900,1900,0,125,-3,-4,11,24,23,0,
1900,1900,0,118,4,2,12,24,23,0,
1900,1900,0,234,182,183,13,24,23,0,
1900,1900,0,353,399,398,14,24,23,0,
1900,1900,0,335,438,433,15,24,23,0,
1900,1900,0,329,438,436,16,24,23,0,
1900,1900,0,312,413,415,17,23,23,0,
1900,1900,0,296,390,388,18,23,23,0,
1900,1900,0,282,367,367,19,23,23,0,
1900,1900,0,234,308,309,20,23,23,0,
1900,1900,0,164,203,203,21,23,23,0,
1900,1900,0,164,203,203,21,23,23,0,
1900,1900,0,120,66,66,22,23,23,0,
1900,1900,0,127,-17,-17,0,23,23,0,
1900,1900,0,148,-64,-65,1,23,23,0,
1900,1900,0,172,-106,-108,2,23,23,0,
1900,1900,0,160,-110,-112,3,23,23,0,
1900,1900,0,121,-54,-57,4,23,23,0,
1900,1900,0,242,167,162,5,23,23,0,
1900,1900,0,315,393,393,6,23,23,0,
1900,1900,0,318,407,404,7,23,23,0,
1900,1900,0,221,311,311,8,23,23,0,
1900,1900,0,171,205,204,9,23,23,0,
1900,1900,0,122,86,85,10,23,23,0,
1900,1900,0,125,-3,-3,11,23,23,0,
1900,1900,0,117,4,4,12,23,23,0,
1900,1900,0,229,180,182,13,23,23,0,
1900,1900,0,352,397,399,14,23,23,0,
1900,1900,0,333,435,438,15,23,23,0,
1900,1900,0,331,436,438,16,23,23,0,
1900,1900,0,318,419,413,17,23,23,0,
1900,1900,0,318,419,413,17,23,23,0,
1900,1900,0,296,392,390,18,23,23,0,
1900,1900,0,285,369,367,19,23,23,0,
1900,1900,0,235,310,308,20,23,23,0,
1900,1900,0,164,202,203,21,23,23,0,
1900,1900,0,119,66,66,22,23,23,0,
1900,1900,0,126,-17,-17,0,23,23,0,
1900,1900,0,148,-65,-64,1,23,23,0,
1900,1900,0,173,-107,-106,2,23,23,0,
1900,1900,0,163,-113,-110,3,23,23,0,
1900,1900,0,130,-71,-54,4,23,23,0,
1900,1900,0,179,92,167,5,23,23,0,
1900,1900,0,353,390,393,6,23,23,0,
1900,1900,0,282,383,407,7,23,23,0,
1900,1900,0,247,322,311,8,23,23,0,
1900,1900,0,161,202,205,9,23,23,0,
1900,1900,0,122,87,86,10,23,23,0,
1900,1900,0,123,-2,-3,11,23,23,0,
1900,1900,0,117,4,4,12,23,23,0,
1900,1900,0,117,4,4,12,23,23,0,
1900,1900,0,228,178,180,13,23,23,0,
1900,1900,0,348,394,397,14,23,23,0,
1900,1900,0,334,436,435,15,23,23,0,
1900,1900,0,330,437,436,16,23,23,0,
1900,1900,0,313,415,419,17,23,23,0,
1900,1900,0,296,390,392,18,23,23,0,
1900,1900,0,285,370,369,19,23,23,0,
1900,1900,0,234,311,310,20,23,23,0,
1900,1900,0,164,203,202,21,23,23,0,
1900,1900,0,120,67,66,22,23,23,0,
1900,1900,0,128,-17,-17,0,23,23,0,
1900,1900,0,147,-64,-65,1,23,23,0,
1900,1900,0,172,-106,-107,2,23,23,0,
1900,1900,0,159,-111,-113,3,23,23,0,
1900,1900,0,120,-55,-71,4,23,23,0,
1900,1900,0,240,165,92,5,23,23,0,
1900,1900,0,315,393,390,6,23,23,0,
1900,1900,0,319,407,383,7,23,23,0,
1900,1900,0,223,313,322,8,23,23,0,
1900,1900,0,223,313,322,8,23,23,0,
1900,1900,0,170,206,202,9,23,23,0,
1900,1900,0,122,86,87,10,23,23,0,
1900,1900,0,125,-2,-2,11,23,23,0,
1900,1900,0,117,4,4,12,23,23,0,
1900,1900,0,230,179,178,13,23,23,0,
1900,1900,0,350,395,394,14,23,23,0,
1900,1900,0,333,435,436,15,23,23,0,
1900,1900,0,329,435,437,16,23,23,0,
1900,1900,0,313,414,415,17,23,23,0,
1900,1900,0,295,389,390,18,23,23,0,
1900,1900,0,283,367,370,19,23,23,0,
1900,1900,0,235,311,311,20,23,23,0,
1900,1900,0,164,205,203,21,23,23,0,
1900,1900,0,119,67,67,22,23,23,0,
1900,1900,0,127,-17,-17,0,23,23,0,
1900,1900,0,148,-65,-64,1,23,23,0,
1900,1900,0,172,-106,-106,2,23,23,0,
1900,1900,0,162,-112,-111,3,23,23,0,
1900,1900,0,162,-112,-111,3,23,23,0,
1900,1900,0,126,-64,-55,4,23,23,0,
1900,1900,0,209,126,165,5,23,23,0,
1900,1900,0,318,390,393,6,23,23,0,
1900,1900,0,304,393,407,7,23,23,0,
1900,1900,0,238,322,313,8,23,23,0,
1900,1900,0,163,202,206,9,23,23,0,
1900,1900,0,121,87,86,10,23,23,0,
1900,1900,0,125,-3,-2,11,23,23,0,
1900,1900,0,117,1,4,12,23,23,0,
1900,1900,0,230,178,179,13,23,23,0,
1900,1900,0,349,393,395,14,23,23,0,
1900,1900,0,333,436,435,15,23,23,0,
1900,1900,0,329,438,435,16,23,23,0,
1900,1900,0,316,418,414,17,23,23,0,
1900,1900,0,297,391,389,18,23,23,0,
1900,1900,0,285,369,367,19,23,23,0,
1900,1900,0,236,311,311,20,23,23,0,
1900,1900,0,166,205,205,21,23,23,0,
1900,1900,0,119,69,67,22,23,23,0,
1900,1900,0,119,69,67,22,23,23,0,
1900,1900,0,126,-16,-17,0,23,23,0,
1900,1900,0,147,-63,-65,1,23,23,0,
1900,1900,0,171,-106,-106,2,23,23,0,
1900,1900,0,161,-112,-112,3,23,23,0,
1900,1900,0,123,-59,-64,4,23,23,0,
1900,1900,0,228,148,126,5,23,23,0,
1900,1900,0,311,391,390,6,23,23,0,
1900,1900,0,318,404,393,7,23,23,0,
1900,1900,0,227,317,322,8,23,23,0,
1900,1900,0,168,205,202,9,23,23,0,
1900,1900,0,122,88,87,10,23,23,0,
1900,1900,0,125,-2,-3,11,23,23,0,
1900,1900,0,117,2,1,12,23,23,0,
1900,1900,0,230,176,178,13,23,23,0,
1900,1900,0,351,395,393,14,23,23,0,
1900,1900,0,333,436,436,15,23,23,0,
1900,1900,0,327,433,438,16,22,23,0,
1900,1900,0,314,414,418,17,22,23,0,
1900,1900,0,314,414,418,17,22,23,0,
1900,1900,0,295,390,391,18,22,23,0,
1900,1900,0,283,367,369,19,22,23,0,
1900,1900,0,235,310,311,20,22,23,0,
1900,1900,0,165,205,205,21,22,23,0,
1900,1900,0,119,69,69,22,22,23,0,
1900,1900,0,127,-16,-16,0,22,23,0,
1900,1900,0,148,-65,-63,1,22,23,0,
1900,1900,0,173,-107,-106,2,22,23,0,
1900,1900,0,163,-113,-112,3,22,23,0,
1900,1900,0,130,-72,-59,4,22,23,0,
1900,1900,0,176,88,148,5,22,23,0,
1900,1900,0,356,390,391,6,22,23,0,
1900,1900,0,279,384,404,7,22,23,0,
1900,1900,0,250,325,317,8,22,23,0,
1900,1900,0,161,204,205,9,22,23,0,
1900,1900,0,122,88,88,10,22,23,0,
1900,1900,0,125,-2,-2,11,22,23,0,
1900,1900,0,117,2,2,12,22,23,0,
1900,1900,0,117,2,2,12,22,23,0,
1900,1900,0,229,177,176,13,22,23,0,
1900,1900,0,349,394,395,14,22,23,0,
1900,1900,0,333,435,436,15,22,23,0,
1900,1900,0,331,437,433,16,22,23,0,
1900,1900,0,318,418,414,17,24,23,0,
1900,1900,0,297,391,390,18,24,23,0,
1900,1900,0,285,368,367,19,24,23,0,
1900,1900,0,235,310,310,20,24,23,0,
1900,1900,0,165,205,205,21,24,23,0,
1900,1900,0,119,69,69,22,24,23,0,
1900,1900,0,127,-16,-16,0,24,23,0,
1900,1900,0,147,-63,-65,1,24,23,0,
1900,1900,0,171,-105,-107,2,24,23,0,
1900,1900,0,165,-115,-113,3,24,23,0,
1900,1900,0,134,-78,-72,4,24,23,0,
1900,1900,0,155,57,88,5,24,23,0,
1900,1900,0,384,368,390,6,24,23,0,
1900,1900,0,284,390,384,7,24,23,0,
1900,1900,0,242,318,325,8,24,23,0,
1900,1900,0,242,318,325,8,24,23,0,
1900,1900,0,170,212,204,9,24,23,0,
1900,1900,0,122,89,88,10,24,23,0,
1900,1900,0,123,-1,-2,11,24,23,0,
1900,1900,0,117,3,2,12,24,23,0,
1900,1900,0,227,176,177,13,24,23,0,
1900,1900,0,350,394,394,14,24,23,0,
1900,1900,0,333,438,435,15,24,23,0,
1900,1900,0,329,438,437,16,24,23,0,
1900,1900,0,315,415,418,17,23,23,0,
1900,1900,0,297,391,391,18,23,23,0,
1900,1900,0,284,369,368,19,23,23,0,
1900,1900,0,236,312,310,20,23,23,0,
1900,1900,0,166,207,205,21,23,23,0,
1900,1900,0,120,70,69,22,23,23,0,
1900,1900,0,126,-15,-16,0,23,23,0,
1900,1900,0,146,-63,-63,1,23,23,0,
1900,1900,0,172,-105,-105,2,23,23,0,
1900,1900,0,162,-112,-115,3,23,23,0,
1900,1900,0,162,-112,-115,3,23,23,0,
1900,1900,0,124,-61,-78,4,23,23,0,
1900,1900,0,222,142,57,5,23,23,0,
1900,1900,0,315,391,368,6,23,23,0,
1900,1900,0,313,403,390,7,23,23,0,
1900,1900,0,232,320,318,8,23,23,0,
1900,1900,0,168,207,212,9,23,23,0,
1900,1900,0,122,89,89,10,23,23,0,
1900,1900,0,125,-1,-1,11,23,23,0,
1900,1900,0,117,3,3,12,23,23,0,
1900,1900,0,229,176,176,13,23,23,0,
1900,1900,0,349,393,394,14,23,23,0,
1900,1900,0,331,434,438,15,23,23,0,
1900,1900,0,330,437,438,16,23,23,0,
1900,1900,0,316,418,415,17,23,23,0,
1900,1900,0,296,391,391,18,23,23,0,
1900,1900,0,284,368,369,19,23,23,0,
1900,1900,0,237,312,312,20,23,23,0,
1900,1900,0,166,207,207,21,23,23,0,
1900,1900,0,120,70,70,22,23,23,0,
1900,1900,0,120,70,70,22,23,23,0,
1900,1900,0,127,-16,-15,0,23,23,0,
1900,1900,0,147,-63,-63,1,23,23,0,
1900,1900,0,172,-105,-105,2,23,23,0,
1900,1900,0,162,-113,-112,3,23,23,0,
1900,1900,0,130,-71,-61,4,23,23,0,
1900,1900,0,182,95,142,5,23,23,0,
1900,1900,0,354,396,391,6,23,23,0,
1900,1900,0,283,386,403,7,23,23,0,
1900,1900,0,253,330,320,8,23,23,0,
1900,1900,0,161,206,207,9,23,23,0,
1900,1900,0,122,90,89,10,23,23,0,
1900,1900,0,124,-1,-1,11,23,23,0,
1900,1900,0,117,0,3,12,23,23,0,
1900,1900,0,225,172,176,13,23,23,0,
1900,1900,0,351,394,393,14,23,23,0,
1900,1900,0,332,436,434,15,23,23,0,
1900,1900,0,331,436,437,16,23,23,0,
1900,1900,0,318,417,418,17,23,23,0,
1900,1900,0,318,417,418,17,23,23,0,
1900,1900,0,295,389,391,18,23,23,0,
1900,1900,0,282,366,368,19,23,23,0,
1900,1900,0,238,312,312,20,23,23,0,
1900,1900,0,167,208,207,21,23,23,0,
1900,1900,0,120,71,70,22,23,23,0,
1900,1900,0,126,-16,-16,0,23,23,0,
1900,1900,0,146,-62,-63,1,23,23,0,
1900,1900,0,172,-105,-105,2,23,23,0,
1900,1900,0,165,-115,-113,3,23,23,0,
1900,1900,0,129,-71,-71,4,23,23,0,
1900,1900,0,187,100,95,5,23,23,0,
1900,1900,0,350,393,396,6,23,23,0,
1900,1900,0,292,391,386,7,23,23,0,
1900,1900,0,245,325,330,8,23,23,0,
1900,1900,0,164,207,206,9,23,23,0,
1900,1900,0,121,91,90,10,23,23,0,
1900,1900,0,124,0,-1,11,23,23,0,
1900,1900,0,116,1,0,12,23,23,0,
1900,1900,0,228,173,172,13,23,23,0,
1900,1900,0,228,173,172,13,23,23,0,
1900,1900,0,350,394,394,14,23,23,0,
1900,1900,0,329,435,436,15,23,23,0,
1900,1900,0,331,437,436,16,23,23,0,
1900,1900,0,317,417,417,17,23,23,0,
1900,1900,0,296,391,389,18,23,23,0,
1900,1900,0,285,369,366,19,23,23,0,
1900,1900,0,239,314,312,20,23,23,0,
1900,1900,0,167,209,208,21,23,23,0,
1900,1900,0,122,72,71,22,23,23,0,
1900,1900,0,127,-15,-16,0,23,23,0,
1900,1900,0,146,-62,-62,1,23,23,0,
1900,1900,0,171,-103,-105,2,23,23,0,
1900,1900,0,160,-110,-115,3,23,23,0,
1900,1900,0,121,-57,-71,4,23,23,0,
1900,1900,0,234,155,100,5,23,23,0,
1900,1900,0,315,393,393,6,23,23,0,
1900,1900,0,318,407,391,7,23,23,0,
1900,1900,0,228,319,325,8,23,23,0,
1900,1900,0,228,319,325,8,23,23,0,
1900,1900,0,170,209,207,9,23,23,0,
1900,1900,0,122,91,91,10,23,23,0,
1900,1900,0,123,0,0,11,23,23,0,
1900,1900,0,116,1,1,12,23,23,0,
1900,1900,0,231,175,173,13,23,23,0,
1900,1900,0,350,392,394,14,23,23,0,
1900,1900,0,333,436,435,15,23,23,0,
1900,1900,0,332,437,437,16,23,23,0,
1900,1900,0,316,415,417,17,23,23,0,
1900,1900,0,294,388,391,18,23,23,0,
1900,1900,0,282,365,369,19,23,23,0,
1900,1900,0,237,312,314,20,23,23,0,
1900,1900,0,167,208,209,21,23,23,0,
1900,1900,0,120,71,72,22,23,23,0,
1900,1900,0,127,-15,-15,0,23,23,0,
1900,1900,0,147,-62,-62,1,23,23,0,
1900,1900,0,172,-105,-103,2,23,23,0,
1900,1900,0,165,-115,-110,3,23,23,0,
1900,1900,0,136,-80,-57,4,23,23,0,
1900,1900,0,136,-80,-57,4,23,23,0,
1900,1900,0,154,56,155,5,23,23,0,
1900,1900,0,384,367,393,6,23,23,0,
1900,1900,0,285,392,407,7,23,23,0,
1900,1900,0,244,320,319,8,23,23,0,
1900,1900,0,170,213,209,9,23,23,0,
1900,1900,0,122,90,91,10,23,23,0,
1900,1900,0,123,0,0,11,23,23,0,
1900,1900,0,116,1,1,12,23,23,0,
1900,1900,0,224,171,175,13,23,23,0,
1900,1900,0,349,391,392,14,23,23,0,
1900,1900,0,331,435,436,15,23,23,0,
1900,1900,0,332,437,437,16,23,23,0,
1900,1900,0,318,418,415,17,23,23,0,
1900,1900,0,296,390,388,18,23,23,0,
1900,1900,0,287,369,365,19,23,23,0,
1900,1900,0,238,313,312,20,23,23,0,
1900,1900,0,168,209,208,21,23,23,0,
1900,1900,0,120,73,71,22,23,23,0,
1900,1900,0,120,73,71,22,23,23,0,
1900,1900,0,126,-15,-15,0,23,23,0,
1900,1900,0,146,-62,-62,1,23,23,0,
1900,1900,0,171,-105,-105,2,23,23,0,
1900,1900,0,162,-111,-115,3,23,23,0,
1900,1900,0,124,-62,-80,4,23,23,0,
1900,1900,0,223,144,56,5,23,23,0,
1900,1900,0,316,392,367,6,23,23,0,
1900,1900,0,316,405,392,7,23,23,0,
1900,1900,0,232,321,320,8,23,23,0,
1900,1900,0,169,208,213,9,23,23,0,
1900,1900,0,122,92,90,10,23,23,0,
1900,1900,0,124,0,0,11,23,23,0,
1900,1900,0,117,0,1,12,23,23,0,
1900,1900,0,224,170,171,13,23,23,0,
1900,1900,0,349,392,391,14,23,23,0,
1900,1900,0,331,435,435,15,23,23,0,
1900,1900,0,332,440,437,16,23,23,0,
1900,1900,0,316,417,418,17,23,23,0,
1900,1900,0,296,390,390,18,23,23,0,
1900,1900,0,296,390,390,18,23,23,0,
1900,1900,0,281,365,369,19,23,23,0,
1900,1900,0,237,311,313,20,23,23,0,
1900,1900,0,169,211,209,21,23,23,0,
1900,1900,0,121,73,73,22,23,23,0,
1900,1900,0,127,-15,-15,0,23,23,0,
1900,1900,0,146,-62,-62,1,23,23,0,
1900,1900,0,172,-105,-105,2,23,23,0,
1900,1900,0,164,-114,-111,3,23,23,0,
1900,1900,0,126,-67,-62,4,23,23,0,
1900,1900,0,205,120,144,5,23,23,0,
1900,1900,0,328,393,392,6,23,23,0,
1900,1900,0,301,396,405,7,23,23,0,
1900,1900,0,241,325,321,8,23,23,0,
1900,1900,0,165,207,208,9,23,23,0,
1900,1900,0,122,92,92,10,23,23,0,
1900,1900,0,124,0,0,11,23,23,0,
1900,1900,0,116,-1,0,12,23,23,0,
1900,1900,0,226,168,170,13,23,23,0,
1900,1900,0,226,168,170,13,23,23,0,
1900,1900,0,350,392,392,14,23,23,0,
1900,1900,0,333,437,435,15,23,23,0,
1900,1900,0,331,438,440,16,23,23,0,
1900,1900,0,318,416,417,17,23,23,0,
1900,1900,0,298,391,390,18,23,23,0,
1900,1900,0,283,366,365,19,23,23,0,
1900,1900,0,239,314,311,20,23,23,0,
1900,1900,0,169,211,211,21,23,23,0,
1900,1900,0,121,74,73,22,23,23,0,
1900,1900,0,127,-15,-15,0,23,23,0,
1900,1900,0,147,-62,-62,1,23,23,0,
1900,1900,0,173,-106,-105,2,23,23,0,
1900,1900,0,165,-116,-114,3,23,23,0,
1900,1900,0,138,-82,-67,4,23,23,0,
1900,1900,0,145,41,120,5,23,23,0,
1900,1900,0,360,337,393,6,23,23,0,
1900,1900,0,301,398,396,7,23,23,0,
1900,1900,0,235,317,325,8,23,23,0,
1900,1900,0,174,214,207,9,23,23,0,
1900,1900,0,174,214,207,9,23,23,0,
1900,1900,0,122,93,92,10,23,23,0,
1900,1900,0,122,1,0,11,23,23,0,
1900,1900,0,116,0,-1,12,23,23,0,
1900,1900,0,223,170,168,13,23,23,0,
1900,1900,0,347,390,392,14,23,23,0,
1900,1900,0,332,436,437,15,23,23,0,
1900,1900,0,332,439,438,16,23,23,0,
1900,1900,0,317,418,416,17,23,23,0,
1900,1900,0,296,390,391,18,23,23,0,
1900,1900,0,283,366,366,19,23,23,0,
1900,1900,0,238,313,314,20,23,23,0,
1900,1900,0,168,211,211,21,23,23,0,
1900,1900,0,121,75,74,22,23,23,0,
1900,1900,0,126,-14,-15,0,23,23,0,
1900,1900,0,146,-61,-62,1,23,23,0,
1900,1900,0,172,-105,-106,2,23,23,0,
1900,1900,0,165,-116,-116,3,23,23,0,
1900,1900,0,136,-81,-82,4,23,23,0,
1900,1900,0,136,-81,-82,4,23,23,0,
1900,1900,0,152,54,41,5,23,23,0,
1900,1900,0,360,355,337,6,23,23,0,
1900,1900,0,290,393,398,7,23,23,0,
1900,1900,0,241,319,317,8,23,23,0,
1900,1900,0,171,213,214,9,23,23,0,
1900,1900,0,122,93,93,10,23,23,0,
1900,1900,0,123,1,1,11,23,23,0,
1900,1900,0,116,0,0,12,23,23,0,
1900,1900,0,223,169,170,13,23,23,0,
1900,1900,0,349,392,390,14,23,23,0,
1900,1900,0,332,437,436,15,23,23,0,
1900,1900,0,332,439,439,16,23,23,0,
1900,1900,0,317,417,418,17,23,23,0,
1900,1900,0,298,392,390,18,23,23,0,
1900,1900,0,286,370,366,19,23,23,0,
1900,1900,0,239,316,313,20,23,23,0,
1900,1900,0,168,212,211,21,23,23,0,
1900,1900,0,120,74,75,22,23,23,0,
1900,1900,0,126,-14,-14,0,23,23,0,
1900,1900,0,126,-14,-14,0,23,23,0,
1900,1900,0,146,-61,-61,1,23,23,0,
1900,1900,0,170,-104,-105,2,23,23,0,
1900,1900,0,159,-109,-116,3,23,23,0,
1900,1900,0,119,-49,-81,4,23,23,0,
1900,1900,0,266,195,54,5,23,23,0,
1900,1900,0,333,407,355,6,23,23,0,
1900,1900,0,318,416,393,7,23,23,0,
1900,1900,0,224,315,319,8,23,23,0,
1900,1900,0,177,215,213,9,23,23,0,
1900,1900,0,122,92,93,10,23,23,0,
1900,1900,0,125,0,1,11,23,23,0,
1900,1900,0,116,-1,0,12,23,23,0,
1900,1900,0,220,166,169,13,23,23,0,
1900,1900,0,346,388,392,14,23,23,0,
1900,1900,0,332,435,437,15,23,23,0,
1900,1900,0,334,440,439,16,23,23,0,
1900,1900,0,316,416,417,17,23,23,0,
1900,1900,0,296,390,392,18,23,23,0,
1900,1900,0,296,390,392,18,23,23,0,
1900,1900,0,284,367,370,19,23,23,0,
1900,1900,0,239,314,316,20,23,23,0,
1900,1900,0,169,212,212,21,23,23,0,
1900,1900,0,120,75,74,22,23,23,0,
1900,1900,0,126,-14,-14,0,23,23,0,
1900,1900,0,146,-62,-61,1,23,23,0,
1900,1900,0,173,-106,-104,2,23,23,0,
1900,1900,0,166,-116,-109,3,23,23,0,
1900,1900,0,136,-81,-49,4,23,23,0,
1900,1900,0,154,55,195,5,23,23,0,
1900,1900,0,363,357,407,6,23,23,0,
1900,1900,0,289,392,416,7,23,23,0,
1900,1900,0,242,319,315,8,23,23,0,
