BaseFreq,RunFreq,AdjFreq,I,P,Var1,Var2,Var3,Var4,Var5
1900,1900,0,289,371,372,18,23,23,0,
1900,1900,0,244,321,323,19,23,23,0,
1900,1900,0,177,226,228,20,23,23,0,
1900,1900,0,122,94,95,21,23,23,0,
1900,1900,0,124,-7,-7,22,23,23,0,
1900,1900,0,144,-56,-56,0,23,23,0,
1900,1900,0,166,-100,-100,1,23,23,0,
1900,1900,0,166,-116,-117,2,23,23,0,
1900,1900,0,137,-83,-80,3,23,23,0,
1900,1900,0,159,62,75,4,23,23,0,
1900,1900,0,388,383,389,5,23,23,0,
1900,1900,0,286,398,397,6,23,23,0,
1900,1900,0,259,339,338,7,23,23,0,
1900,1900,0,177,230,226,8,23,23,0,
1900,1900,0,126,110,111,9,23,23,0,
1900,1900,0,126,110,111,9,23,23,0,
1900,1900,0,123,8,8,10,23,23,0,
1900,1900,0,118,-10,-9,11,23,23,0,
1900,1900,0,193,128,130,12,23,23,0,
1900,1900,0,338,362,367,13,23,23,0,
1900,1900,0,339,440,441,14,23,23,0,
1900,1900,0,340,441,442,15,23,23,0,
1900,1900,0,316,418,416,16,23,23,0,
1900,1900,0,301,396,396,17,23,23,0,
1900,1900,0,291,371,371,18,23,23,0,
1900,1900,0,247,324,321,19,23,23,0,
1900,1900,0,178,228,226,20,23,23,0,
1900,1900,0,122,95,94,21,23,23,0,
1900,1900,0,125,-8,-7,22,23,23,0,
1900,1900,0,144,-56,-56,0,23,23,0,
1900,1900,0,166,-98,-100,1,23,23,0,
1900,1900,0,165,-115,-116,2,23,23,0,
1900,1900,0,132,-74,-83,3,23,23,0,
1900,1900,0,195,108,62,4,23,23,0,
1900,1900,0,195,108,62,4,23,23,0,
1900,1900,0,334,397,383,5,23,23,0,
1900,1900,0,303,401,398,6,23,23,0,
1900,1900,0,257,344,339,7,23,23,0,
1900,1900,0,172,225,230,8,23,23,0,
1900,1900,0,126,112,110,9,23,23,0,
1900,1900,0,121,10,8,10,23,23,0,
1900,1900,0,117,-9,-10,11,23,23,0,
1900,1900,0,195,130,128,12,23,23,0,
1900,1900,0,343,367,362,13,23,23,0,
1900,1900,0,339,442,440,14,23,23,0,
1900,1900,0,339,441,441,15,22,23,0,
1900,1900,0,314,418,418,16,22,23,0,
1900,1900,0,301,397,396,17,22,23,0,
1900,1900,0,291,373,371,18,22,23,0,
1900,1900,0,244,323,324,19,22,23,0,
1900,1900,0,178,227,228,20,22,23,0,
1900,1900,0,123,96,95,21,22,23,0,
1900,1900,0,125,-7,-8,22,22,23,0,
1900,1900,0,125,-7,-8,22,22,23,0,
1900,1900,0,143,-55,-56,0,22,23,0,
1900,1900,0,165,-99,-98,1,22,23,0,
1900,1900,0,166,-116,-115,2,22,23,0,
1900,1900,0,138,-83,-74,3,22,23,0,
1900,1900,0,157,58,108,4,22,23,0,
1900,1900,0,385,375,397,5,22,23,0,
1900,1900,0,289,399,401,6,22,23,0,
1900,1900,0,255,336,344,7,22,23,0,
1900,1900,0,179,231,225,8,22,23,0,
1900,1900,0,126,112,112,9,22,23,0,
1900,1900,0,123,9,10,10,22,23,0,
1900,1900,0,119,-11,-9,11,22,23,0,
1900,1900,0,192,127,130,12,22,23,0,
1900,1900,0,340,363,367,13,22,23,0,
1900,1900,0,337,438,442,14,22,23,0,
1900,1900,0,341,442,441,15,22,23,0,
1900,1900,0,315,417,418,16,24,23,0,
1900,1900,0,300,395,397,17,24,23,0,
1900,1900,0,289,370,373,18,24,23,0,
1900,1900,0,289,370,373,18,24,23,0,
1900,1900,0,246,324,323,19,24,23,0,
1900,1900,0,180,229,227,20,24,23,0,
1900,1900,0,123,97,96,21,24,23,0,
1900,1900,0,125,-7,-7,22,24,23,0,
1900,1900,0,144,-56,-55,0,24,23,0,
1900,1900,0,166,-99,-99,1,24,23,0,
1900,1900,0,168,-118,-116,2,24,23,0,
1900,1900,0,142,-88,-83,3,24,23,0,
1900,1900,0,142,29,58,4,24,23,0,
1900,1900,0,351,324,375,5,24,23,0,
1900,1900,0,315,407,399,6,24,23,0,
1900,1900,0,238,329,336,7,24,23,0,
1900,1900,0,186,233,231,8,24,23,0,
1900,1900,0,126,114,112,9,24,23,0,
1900,1900,0,123,10,9,10,24,23,0,
1900,1900,0,118,-9,-11,11,24,23,0,
1900,1900,0,193,129,127,12,24,23,0,
1900,1900,0,338,364,363,13,24,23,0,
1900,1900,0,338,364,363,13,24,23,0,
1900,1900,0,337,441,438,14,24,23,0,
1900,1900,0,339,440,442,15,22,23,0,
1900,1900,0,315,418,417,16,22,23,0,
1900,1900,0,302,397,395,17,22,23,0,
1900,1900,0,289,371,370,18,22,23,0,
1900,1900,0,246,322,324,19,22,23,0,
1900,1900,0,180,229,229,20,22,23,0,
1900,1900,0,123,98,97,21,22,23,0,
1900,1900,0,124,-6,-7,22,22,23,0,
1900,1900,0,143,-55,-56,0,22,23,0,
1900,1900,0,165,-98,-99,1,22,23,0,
1900,1900,0,165,-115,-118,2,22,23,0,
1900,1900,0,130,-70,-88,3,22,23,0,
1900,1900,0,207,122,29,4,22,23,0,
1900,1900,0,328,396,324,5,22,23,0,
1900,1900,0,315,410,407,6,22,23,0,
1900,1900,0,252,343,329,7,22,23,0,
1900,1900,0,177,227,233,8,22,23,0,
1900,1900,0,127,114,114,9,22,23,0,
1900,1900,0,127,114,114,9,22,23,0,
1900,1900,0,122,12,10,10,22,23,0,
1900,1900,0,118,-8,-9,11,22,23,0,
1900,1900,0,195,129,129,12,22,23,0,
1900,1900,0,337,362,364,13,22,23,0,
1900,1900,0,337,438,441,14,22,23,0,
1900,1900,0,339,441,440,15,22,23,0,
1900,1900,0,316,419,418,16,24,23,0,
1900,1900,0,301,397,397,17,24,23,0,
1900,1900,0,291,372,371,18,24,23,0,
1900,1900,0,246,325,322,19,24,23,0,
1900,1900,0,179,229,229,20,24,23,0,
1900,1900,0,123,98,98,21,24,23,0,
1900,1900,0,125,-6,-6,22,24,23,0,
1900,1900,0,143,-54,-55,0,24,23,0,
1900,1900,0,143,-54,-98,1,24,23,0,
1900,1900,0,170,-118,-115,2,24,23,0,
1900,1900,0,146,-94,-70,3,24,23,0,
1900,1900,0,118,-16,122,4,24,23,0,
1900,1900,0,118,-16,122,4,24,23,0,
1900,1900,0,274,229,396,5,24,23,0,
1900,1900,0,313,385,410,6,24,23,0,
1900,1900,0,254,341,343,7,24,23,0,
1900,1900,0,176,228,227,8,24,23,0,
1900,1900,0,127,114,114,9,24,23,0,
1900,1900,0,123,11,12,10,24,23,0,
1900,1900,0,118,-8,-8,11,24,23,0,
1900,1900,0,197,130,129,12,24,23,0,
1900,1900,0,340,364,362,13,24,23,0,
1900,1900,0,342,442,438,14,24,23,0,
1900,1900,0,343,444,441,15,24,23,0,
1900,1900,0,317,420,419,16,23,23,0,
1900,1900,0,301,396,397,17,23,23,0,
1900,1900,0,291,372,372,18,23,23,0,
1900,1900,0,246,325,325,19,23,23,0,
1900,1900,0,180,230,229,20,23,23,0,
1900,1900,0,123,98,98,21,23,23,0,
1900,1900,0,126,-7,-6,22,23,23,0,
1900,1900,0,144,-55,-54,0,23,23,0,
1900,1900,0,144,-55,-54,0,23,23,0,
1900,1900,0,165,-98,-54,1,23,23,0,
1900,1900,0,165,-115,-118,2,23,23,0,
1900,1900,0,126,-67,-94,3,23,23,0,
1900,1900,0,224,142,-16,4,23,23,0,
1900,1900,0,319,397,229,5,23,23,0,
1900,1900,0,322,414,385,6,23,23,0,
1900,1900,0,246,340,341,7,23,23,0,
1900,1900,0,180,230,228,8,23,23,0,
1900,1900,0,128,117,114,9,23,23,0,
1900,1900,0,122,11,11,10,23,23,0,
1900,1900,0,118,-8,-8,11,23,23,0,
1900,1900,0,195,129,130,12,23,23,0,
1900,1900,0,337,362,364,13,23,23,0,
1900,1900,0,338,438,442,14,23,23,0,
1900,1900,0,341,442,444,15,23,23,0,
1900,1900,0,317,420,420,16,23,23,0,
1900,1900,0,303,398,396,17,23,23,0,
1900,1900,0,290,372,372,18,23,23,0,
1900,1900,0,290,372,372,18,23,23,0,
1900,1900,0,246,325,325,19,23,23,0,
1900,1900,0,181,231,230,20,23,23,0,
1900,1900,0,123,100,98,21,23,23,0,
1900,1900,0,125,-6,-7,22,23,23,0,
1900,1900,0,142,-54,-55,0,23,23,0,
1900,1900,0,164,-97,-98,1,23,23,0,
1900,1900,0,168,-117,-115,2,23,23,0,
1900,1900,0,142,-88,-67,3,23,23,0,
1900,1900,0,143,32,142,4,23,23,0,
1900,1900,0,359,332,397,5,23,23,0,
1900,1900,0,311,410,414,6,23,23,0,
1900,1900,0,241,330,340,7,23,23,0,
1900,1900,0,189,237,230,8,23,23,0,
1900,1900,0,127,116,117,9,23,23,0,
1900,1900,0,123,11,11,10,23,23,0,
1900,1900,0,118,-10,-8,11,23,23,0,
1900,1900,0,192,124,129,12,23,23,0,
1900,1900,0,339,360,362,13,23,23,0,
1900,1900,0,338,439,438,14,23,23,0,
1900,1900,0,338,439,438,14,23,23,0,
1900,1900,0,342,444,442,15,23,23,0,
1900,1900,0,317,422,420,16,23,23,0,
1900,1900,0,303,399,398,17,23,23,0,
1900,1900,0,289,372,372,18,23,23,0,
1900,1900,0,245,325,325,19,23,23,0,
1900,1900,0,180,231,231,20,23,23,0,
1900,1900,0,123,101,100,21,23,23,0,
1900,1900,0,125,-6,-6,22,23,23,0,
1900,1900,0,143,-53,-54,0,23,23,0,
1900,1900,0,165,-98,-97,1,23,23,0,
1900,1900,0,167,-117,-117,2,23,23,0,
1900,1900,0,140,-86,-88,3,23,23,0,
1900,1900,0,147,39,32,4,23,23,0,
1900,1900,0,357,340,332,5,23,23,0,
1900,1900,0,305,406,410,6,23,23,0,
1900,1900,0,248,334,330,7,23,23,0,
1900,1900,0,186,236,237,8,23,23,0,
1900,1900,0,127,115,116,9,23,23,0,
1900,1900,0,127,115,116,9,23,23,0,
1900,1900,0,123,11,11,10,23,23,0,
1900,1900,0,118,-10,-10,11,23,23,0,
1900,1900,0,190,123,124,12,23,23,0,
1900,1900,0,339,360,360,13,23,23,0,
1900,1900,0,336,438,439,14,23,23,0,
1900,1900,0,337,437,444,15,22,23,0,
1900,1900,0,317,418,422,16,22,23,0,
1900,1900,0,303,398,399,17,22,23,0,
1900,1900,0,291,373,372,18,22,23,0,
1900,1900,0,247,325,325,19,22,23,0,
1900,1900,0,182,232,231,20,22,23,0,
1900,1900,0,123,101,101,21,22,23,0,
1900,1900,0,125,-5,-6,22,22,23,0,
1900,1900,0,143,-55,-53,0,22,23,0,
1900,1900,0,166,-99,-98,1,22,23,0,
1900,1900,0,167,-116,-117,2,22,23,0,
1900,1900,0,138,-83,-86,3,22,23,0,
1900,1900,0,158,61,39,4,22,23,0,
1900,1900,0,371,375,340,5,22,23,0,
1900,1900,0,371,375,340,5,22,23,0,
1900,1900,0,291,399,406,6,22,23,0,
1900,1900,0,261,342,334,7,22,23,0,
1900,1900,0,180,234,236,8,22,23,0,
1900,1900,0,127,116,115,9,22,23,0,
1900,1900,0,122,11,11,10,22,23,0,
1900,1900,0,117,-11,-10,11,22,23,0,
1900,1900,0,186,118,123,12,22,23,0,
1900,1900,0,336,355,360,13,22,23,0,
1900,1900,0,338,439,438,14,22,23,0,
1900,1900,0,341,441,437,15,22,23,0,
1900,1900,0,317,420,418,16,24,23,0,
1900,1900,0,302,397,398,17,24,23,0,
1900,1900,0,291,372,373,18,24,23,0,
1900,1900,0,248,327,325,19,24,23,0,
1900,1900,0,182,233,232,20,24,23,0,
1900,1900,0,124,102,101,21,24,23,0,
1900,1900,0,125,-5,-5,22,24,23,0,
1900,1900,0,142,-53,-55,0,24,23,0,
1900,1900,0,142,-53,-55,0,24,23,0,
1900,1900,0,164,-97,-99,1,24,23,0,
1900,1900,0,166,-116,-116,2,24,23,0,
1900,1900,0,134,-79,-83,3,24,23,0,
1900,1900,0,172,80,61,4,24,23,0,
1900,1900,0,362,390,375,5,24,23,0,
1900,1900,0,291,398,399,6,24,23,0,
1900,1900,0,264,346,342,7,24,23,0,
1900,1900,0,176,231,234,8,24,23,0,
1900,1900,0,128,117,116,9,24,23,0,
1900,1900,0,122,12,11,10,24,23,0,
1900,1900,0,118,-10,-11,11,24,23,0,
1900,1900,0,189,121,118,12,24,23,0,
1900,1900,0,336,356,355,13,24,23,0,
1900,1900,0,339,439,439,14,24,23,0,
1900,1900,0,340,441,441,15,24,23,0,
1900,1900,0,315,418,420,16,23,23,0,
1900,1900,0,304,399,397,17,23,23,0,
1900,1900,0,290,373,372,18,23,23,0,
1900,1900,0,290,373,372,18,23,23,0,
1900,1900,0,247,326,327,19,23,23,0,
1900,1900,0,181,233,233,20,23,23,0,
1900,1900,0,123,102,102,21,23,23,0,
1900,1900,0,126,-6,-5,22,23,23,0,
1900,1900,0,143,-54,-53,0,23,23,0,
1900,1900,0,166,-99,-97,1,23,23,0,
1900,1900,0,168,-118,-116,2,23,23,0,
1900,1900,0,142,-90,-79,3,23,23,0,
1900,1900,0,139,24,80,4,23,23,0,
1900,1900,0,353,319,390,5,23,23,0,
1900,1900,0,320,411,398,6,23,23,0,
1900,1900,0,242,333,346,7,23,23,0,
1900,1900,0,190,238,231,8,23,23,0,
1900,1900,0,127,118,117,9,23,23,0,
1900,1900,0,123,13,12,10,23,23,0,
1900,1900,0,118,-11,-10,11,23,23,0,
1900,1900,0,189,121,121,12,23,23,0,
1900,1900,0,336,356,356,13,23,23,0,
1900,1900,0,338,440,439,14,23,23,0,
1900,1900,0,338,440,439,14,23,23,0,
1900,1900,0,339,441,441,15,23,23,0,
1900,1900,0,321,424,418,16,23,23,0,
1900,1900,0,303,399,399,17,23,23,0,
1900,1900,0,291,372,373,18,23,23,0,
1900,1900,0,249,327,326,19,23,23,0,
1900,1900,0,183,234,233,20,23,23,0,
1900,1900,0,124,104,102,21,23,23,0,
1900,1900,0,124,-5,-6,22,23,23,0,
1900,1900,0,141,-53,-54,0,23,23,0,
1900,1900,0,163,-96,-99,1,23,23,0,
1900,1900,0,168,-117,-118,2,23,23,0,
1900,1900,0,141,-88,-90,3,23,23,0,
1900,1900,0,147,38,24,4,23,23,0,
1900,1900,0,362,344,319,5,23,23,0,
1900,1900,0,306,407,411,6,23,23,0,
1900,1900,0,250,336,333,7,23,23,0,
1900,1900,0,186,238,238,8,23,23,0,
1900,1900,0,128,119,118,9,23,23,0,
1900,1900,0,128,119,118,9,23,23,0,
1900,1900,0,122,13,13,10,23,23,0,
1900,1900,0,118,-10,-11,11,23,23,0,
1900,1900,0,188,118,121,12,23,23,0,
1900,1900,0,335,355,356,13,23,23,0,
1900,1900,0,338,438,440,14,23,23,0,
1900,1900,0,337,438,441,15,23,23,0,
1900,1900,0,315,417,424,16,23,23,0,
1900,1900,0,301,397,399,17,23,23,0,
1900,1900,0,289,371,372,18,23,23,0,
1900,1900,0,250,328,327,19,23,23,0,
1900,1900,0,184,235,234,20,23,23,0,
1900,1900,0,125,105,104,21,23,23,0,
1900,1900,0,126,-4,-5,22,23,23,0,
1900,1900,0,142,-52,-53,0,23,23,0,
1900,1900,0,166,-98,-96,1,23,23,0,
1900,1900,0,168,-118,-117,2,23,23,0,
1900,1900,0,135,-81,-88,3,23,23,0,
1900,1900,0,165,71,38,4,23,23,0,
1900,1900,0,374,387,344,5,23,23,0,
1900,1900,0,374,387,344,5,23,23,0,
1900,1900,0,290,399,407,6,23,23,0,
1900,1900,0,265,345,336,7,23,23,0,
1900,1900,0,177,233,238,8,23,23,0,
1900,1900,0,128,118,119,9,23,23,0,
1900,1900,0,123,12,13,10,23,23,0,
1900,1900,0,119,-12,-10,11,23,23,0,
1900,1900,0,185,116,118,12,23,23,0,
1900,1900,0,335,352,355,13,23,23,0,
1900,1900,0,339,440,438,14,23,23,0,
1900,1900,0,343,443,438,15,23,23,0,
1900,1900,0,320,422,417,16,23,23,0,
1900,1900,0,307,402,397,17,23,23,0,
1900,1900,0,290,374,371,18,23,23,0,
1900,1900,0,248,327,328,19,23,23,0,
1900,1900,0,183,235,235,20,23,23,0,
1900,1900,0,124,105,105,21,23,23,0,
1900,1900,0,126,-5,-4,22,23,23,0,
1900,1900,0,141,-52,-52,0,23,23,0,
1900,1900,0,163,-95,-98,1,23,23,0,
1900,1900,0,163,-95,-98,1,23,23,0,
1900,1900,0,167,-116,-118,2,23,23,0,
1900,1900,0,138,-85,-81,3,23,23,0,
1900,1900,0,157,56,71,4,23,23,0,
1900,1900,0,368,370,387,5,23,23,0,
1900,1900,0,295,403,399,6,23,23,0,
1900,1900,0,260,343,345,7,23,23,0,
1900,1900,0,182,236,233,8,23,23,0,
1900,1900,0,128,118,118,9,23,23,0,
1900,1900,0,121,13,12,10,23,23,0,
1900,1900,0,118,-12,-12,11,23,23,0,
1900,1900,0,184,113,116,12,23,23,0,
1900,1900,0,333,350,352,13,23,23,0,
1900,1900,0,339,438,440,14,23,23,0,
1900,1900,0,342,442,443,15,23,23,0,
1900,1900,0,317,420,422,16,23,23,0,
1900,1900,0,301,397,402,17,23,23,0,
1900,1900,0,290,372,374,18,23,23,0,
1900,1900,0,250,330,327,19,23,23,0,
1900,1900,0,250,330,327,19,23,23,0,
1900,1900,0,184,235,235,20,23,23,0,
1900,1900,0,124,105,105,21,23,23,0,
1900,1900,0,125,-4,-5,22,23,23,0,
1900,1900,0,141,-52,-52,0,23,23,0,
1900,1900,0,164,-97,-95,1,23,23,0,
1900,1900,0,168,-118,-116,2,23,23,0,
1900,1900,0,139,-85,-85,3,23,23,0,
1900,1900,0,156,56,56,4,23,23,0,
1900,1900,0,388,378,370,5,23,23,0,
1900,1900,0,292,404,403,6,23,23,0,
1900,1900,0,264,344,343,7,23,23,0,
1900,1900,0,184,240,236,8,23,23,0,
1900,1900,0,128,119,118,9,23,23,0,
1900,1900,0,123,14,13,10,23,23,0,
1900,1900,0,119,-12,-12,11,23,23,0,
1900,1900,0,183,113,113,12,23,23,0,
1900,1900,0,332,350,350,13,23,23,0,
1900,1900,0,337,438,438,14,23,23,0,
1900,1900,0,338,439,442,15,23,23,0,
1900,1900,0,338,439,442,15,23,23,0,
1900,1900,0,318,420,420,16,23,23,0,
1900,1900,0,304,399,397,17,23,23,0,
1900,1900,0,290,374,372,18,23,23,0,
1900,1900,0,248,328,330,19,23,23,0,
1900,1900,0,183,236,235,20,23,23,0,
1900,1900,0,124,105,105,21,23,23,0,
1900,1900,0,126,-4,-4,22,23,23,0,
1900,1900,0,142,-53,-52,0,23,23,0,
1900,1900,0,162,-96,-97,1,23,23,0,
1900,1900,0,167,-115,-118,2,23,23,0,
1900,1900,0,139,-86,-85,3,23,23,0,
1900,1900,0,155,51,56,4,23,23,0,
1900,1900,0,367,363,378,5,23,23,0,
1900,1900,0,298,404,404,6,23,23,0,
1900,1900,0,258,342,344,7,23,23,0,
1900,1900,0,184,239,240,8,23,23,0,
1900,1900,0,128,120,119,9,23,23,0,
1900,1900,0,123,13,14,10,23,23,0,
1900,1900,0,123,13,14,10,23,23,0,
1900,1900,0,118,-13,-12,11,23,23,0,
1900,1900,0,183,112,113,12,23,23,0,
1900,1900,0,334,351,350,13,23,23,0,
1900,1900,0,339,439,438,14,23,23,0,
1900,1900,0,341,441,439,15,23,23,0,
1900,1900,0,318,420,420,16,23,23,0,
1900,1900,0,301,396,399,17,23,23,0,
1900,1900,0,289,371,374,18,23,23,0,
1900,1900,0,252,330,328,19,23,23,0,
1900,1900,0,185,237,236,20,23,23,0,
1900,1900,0,124,107,105,21,23,23,0,
1900,1900,0,125,-3,-4,22,23,23,0,
1900,1900,0,141,-52,-53,0,23,23,0,
1900,1900,0,165,-96,-96,1,23,23,0,
1900,1900,0,169,-117,-115,2,23,23,0,
1900,1900,0,135,-80,-86,3,23,23,0,
1900,1900,0,172,79,51,4,23,23,0,
1900,1900,0,371,398,363,5,23,23,0,
1900,1900,0,291,400,404,6,23,23,0,
1900,1900,0,291,400,404,6,23,23,0,
1900,1900,0,272,351,342,7,23,23,0,
1900,1900,0,178,235,239,8,23,23,0,
1900,1900,0,129,121,120,9,23,23,0,
1900,1900,0,121,15,13,10,23,23,0,
1900,1900,0,118,-11,-13,11,23,23,0,
1900,1900,0,182,112,112,12,23,23,0,
1900,1900,0,331,349,351,13,23,23,0,
1900,1900,0,336,436,439,14,23,23,0,
1900,1900,0,339,439,441,15,23,23,0,
1900,1900,0,318,419,420,16,23,23,0,
1900,1900,0,304,399,396,17,23,23,0,
1900,1900,0,290,373,371,18,23,23,0,
1900,1900,0,249,329,330,19,23,23,0,
1900,1900,0,185,237,237,20,23,23,0,
1900,1900,0,124,108,107,21,23,23,0,
1900,1900,0,125,-3,-3,22,23,23,0,
1900,1900,0,141,-52,-52,0,23,23,0,
1900,1900,0,165,-98,-96,1,23,23,0,
1900,1900,0,165,-98,-96,1,23,23,0,
1900,1900,0,168,-118,-117,2,23,23,0,
1900,1900,0,145,-94,-80,3,23,23,0,
1900,1900,0,120,-8,79,4,23,23,0,
1900,1900,0,302,259,398,5,23,23,0,
1900,1900,0,339,407,400,6,23,23,0,
1900,1900,0,243,342,351,7,23,23,0,
1900,1900,0,186,236,235,8,23,23,0,
1900,1900,0,130,123,121,9,23,23,0,
1900,1900,0,122,15,15,10,23,23,0,
1900,1900,0,118,-11,-11,11,23,23,0,
1900,1900,0,182,112,112,12,23,23,0,
1900,1900,0,334,350,349,13,23,23,0,
1900,1900,0,342,442,436,14,23,23,0,
1900,1900,0,340,440,439,15,22,23,0,
1900,1900,0,318,419,419,16,22,23,0,
1900,1900,0,299,396,399,17,22,23,0,
1900,1900,0,288,370,373,18,22,23,0,
1900,1900,0,251,329,329,19,22,23,0,
1900,1900,0,184,237,237,20,22,23,0,
1900,1900,0,184,237,237,20,22,23,0,
1900,1900,0,124,108,108,21,22,23,0,
1900,1900,0,125,-3,-3,22,22,23,0,
1900,1900,0,141,-51,-52,0,22,23,0,
1900,1900,0,165,-96,-98,1,22,23,0,
1900,1900,0,168,-116,-118,2,22,23,0,
1900,1900,0,135,-83,-94,3,22,23,0,
1900,1900,0,168,73,-8,4,22,23,0,
1900,1900,0,368,391,259,5,22,23,0,
1900,1900,0,292,400,407,6,22,23,0,
1900,1900,0,271,352,342,7,22,23,0,
1900,1900,0,178,236,236,8,22,23,0,
1900,1900,0,130,122,123,9,22,23,0,
1900,1900,0,122,15,15,10,22,23,0,
1900,1900,0,119,-12,-11,11,22,23,0,
1900,1900,0,179,110,112,12,22,23,0,
1900,1900,0,333,350,350,13,22,23,0,
1900,1900,0,339,439,442,14,22,23,0,
1900,1900,0,342,442,440,15,22,23,0,
1900,1900,0,342,442,440,15,22,23,0,
1900,1900,0,318,422,419,16,24,23,0,
1900,1900,0,304,399,396,17,24,23,0,
1900,1900,0,292,375,370,18,24,23,0,
1900,1900,0,251,332,329,19,24,23,0,
1900,1900,0,184,238,237,20,24,23,0,
1900,1900,0,124,108,108,21,24,23,0,
1900,1900,0,124,-3,-3,22,24,23,0,
1900,1900,0,140,-51,-51,0,24,23,0,
1900,1900,0,165,-96,-96,1,24,23,0,
1900,1900,0,168,-118,-116,2,24,23,0,
1900,1900,0,144,-92,-83,3,24,23,0,
1900,1900,0,129,7,73,4,24,23,0,
1900,1900,0,326,289,391,5,24,23,0,
1900,1900,0,340,415,400,6,24,23,0,
1900,1900,0,239,338,352,7,24,23,0,
1900,1900,0,193,242,236,8,24,23,0,
1900,1900,0,130,124,122,9,24,23,0,
1900,1900,0,122,17,15,10,24,23,0,
1900,1900,0,118,-11,-12,11,24,23,0,
1900,1900,0,118,-11,-12,11,24,23,0,
1900,1900,0,182,111,110,12,24,23,0,
1900,1900,0,330,347,350,13,24,23,0,
1900,1900,0,341,441,439,14,24,23,0,
1900,1900,0,340,441,442,15,24,23,0,
1900,1900,0,317,420,422,16,23,23,0,
1900,1900,0,301,397,399,17,23,23,0,
1900,1900,0,285,369,375,18,23,23,0,
1900,1900,0,251,329,332,19,23,23,0,
1900,1900,0,186,240,238,20,23,23,0,
1900,1900,0,124,110,108,21,23,23,0,
1900,1900,0,126,-2,-3,22,23,23,0,
1900,1900,0,140,-50,-51,0,23,23,0,
1900,1900,0,165,-95,-96,1,23,23,0,
1900,1900,0,170,-118,-118,2,23,23,0,
1900,1900,0,144,-93,-92,3,23,23,0,
1900,1900,0,133,13,7,4,23,23,0,
1900,1900,0,341,307,289,5,23,23,0,
1900,1900,0,329,414,415,6,23,23,0,
1900,1900,0,329,414,415,6,23,23,0,
1900,1900,0,240,336,338,7,23,23,0,
1900,1900,0,193,242,242,8,23,23,0,
1900,1900,0,129,124,124,9,23,23,0,
1900,1900,0,123,16,17,10,23,23,0,
1900,1900,0,119,-12,-11,11,23,23,0,
1900,1900,0,180,109,111,12,23,23,0,
1900,1900,0,328,345,347,13,23,23,0,
1900,1900,0,339,437,441,14,23,23,0,
1900,1900,0,341,440,441,15,23,23,0,
1900,1900,0,319,421,420,16,23,23,0,
1900,1900,0,303,398,397,17,23,23,0,
1900,1900,0,288,371,369,18,23,23,0,
1900,1900,0,253,332,329,19,23,23,0,
1900,1900,0,186,239,240,20,23,23,0,
1900,1900,0,125,111,110,21,23,23,0,
1900,1900,0,125,-2,-2,22,23,23,0,
1900,1900,0,140,-50,-50,0,23,23,0,
1900,1900,0,164,-95,-95,1,23,23,0,
1900,1900,0,164,-113,-118,2,23,23,0,
1900,1900,0,164,-113,-118,2,23,23,0,
1900,1900,0,123,-62,-93,3,23,23,0,
1900,1900,0,241,161,13,4,23,23,0,
1900,1900,0,322,408,307,5,23,23,0,
1900,1900,0,337,427,414,6,23,23,0,
1900,1900,0,245,345,336,7,23,23,0,
1900,1900,0,189,239,242,8,23,23,0,
1900,1900,0,132,126,124,9,23,23,0,
1900,1900,0,120,17,16,10,23,23,0,
1900,1900,0,118,-11,-12,11,23,23,0,
1900,1900,0,179,108,109,12,23,23,0,
1900,1900,0,330,347,345,13,23,23,0,
1900,1900,0,337,438,437,14,23,23,0,
1900,1900,0,340,439,440,15,23,23,0,
1900,1900,0,319,422,421,16,23,23,0,
1900,1900,0,304,400,398,17,23,23,0,
1900,1900,0,289,374,371,18,23,23,0,
1900,1900,0,252,330,332,19,23,23,0,
1900,1900,0,188,240,239,20,23,23,0,
1900,1900,0,188,240,239,20,23,23,0,
1900,1900,0,125,111,111,21,23,23,0,
1900,1900,0,124,-1,-2,22,23,23,0,
1900,1900,0,139,-50,-50,0,23,23,0,
1900,1900,0,164,-95,-95,1,23,23,0,
1900,1900,0,169,-117,-113,2,23,23,0,
1900,1900,0,144,-93,-62,3,23,23,0,
1900,1900,0,134,14,161,4,23,23,0,
1900,1900,0,328,300,408,5,23,23,0,
1900,1900,0,336,419,427,6,23,23,0,
1900,1900,0,240,337,345,7,23,23,0,
1900,1900,0,196,245,239,8,23,23,0,
1900,1900,0,130,124,126,9,23,23,0,
1900,1900,0,123,17,17,10,23,23,0,
1900,1900,0,119,-12,-11,11,23,23,0,
1900,1900,0,175,104,108,12,23,23,0,
1900,1900,0,329,344,347,13,23,23,0,
1900,1900,0,340,440,438,14,23,23,0,
1900,1900,0,340,440,439,15,23,23,0,
1900,1900,0,340,440,439,15,23,23,0,
1900,1900,0,316,419,422,16,23,23,0,
1900,1900,0,300,397,400,17,23,23,0,
1900,1900,0,288,371,374,18,23,23,0,
1900,1900,0,254,333,330,19,23,23,0,
1900,1900,0,186,241,240,20,23,23,0,
1900,1900,0,124,111,111,21,23,23,0,
1900,1900,0,125,-1,-1,22,23,23,0,
1900,1900,0,140,-50,-50,0,23,23,0,
1900,1900,0,163,-95,-95,1,23,23,0,
1900,1900,0,168,-118,-117,2,23,23,0,
1900,1900,0,140,-88,-93,3,23,23,0,
1900,1900,0,147,34,14,4,23,23,0,
1900,1900,0,359,337,300,5,23,23,0,
